wilaya_id,wilaya_name,communes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Skikda,Aïn Bouziane 1000/650,Aïn Charchar 1000/650,Aïn Kechra 1000/650,Aïn Zouit 900/650,Azzaba 900/650,Bekkouche Lakhdar 1000/650,Bin El Ouiden 1000/650,Ben Azzouz 1000/650,Beni Bechir 800/650,Beni Oulbane 1000/650,Beni Zid 1000/650,Bouchtata 900/650,Cheraia 1000/650,Collo 1000/650,Djendel Saadi Mohamed 900/650,El Ghedir 900/650,El Hadaiek 800/650,El Harrouch 900/650,El Marsa 900/650,Emdjez Edchich 900/650,Es Sebt 1000/650,Filfila 900/650,Hamadi Krouma 800/650,Kanoua 1100/650,Kerkera 1000/650,Kheneg Mayoum 1100/650,Oued Zehour 1100/650,Ouldja Boulballout 1000/650,Ouled Attia 1100/650,Ouled Hbaba 1000/650,Oum Toub 1000/650,Ramdane Djamel 800/650,Salah Bouchaour 900/650,Sidi Mezghiche 900/650,Skikda 800/650,Tamalous 1000/650,Zerdaza 900/650,Zitouna 800/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sidi Bel Abbès,Aïn Adden 1000/650,Aïn El Berd 900/650,Aïn Kada 900/650,Aïn Thrid 800/650,Aïn Tindamine 1000/650,Amarnas 900/650,Badredine El Mokrani 900/650,Belarbi 900/650,Ben Badis 1000/650,Benachiba Chelia 900/650,Bir El Hammam 1100/650,Boudjebaa El Bordj 900/650,Boukhanafis 900/650,Chettouane Belaila 1000/650,Dhaya 1000/650,El Haçaiba 1000/650,Hassi Dahou 900/650,Hassi Zehana 900/650,Lamtar 900/650,Makedra 900/650,Marhoum 1100/650,M'Cid 1000/650,Merine 1000/650,Mezaourou 1000/650,Mostefa Ben Brahim 900/650,Moulay Slissen 1000/650,Oued Sebaa 1100/650,Oued Sefioun 900/650,Oued Taourira 1000/650,Ras El Ma 1100/650,Redjem Demouche 1100/650,Sehala Thaoura 900/650,Sfisef 1000/650,Sidi Ali Benyoub 900/650,Sidi Ali Boussidi 900/650,Sidi Bel Abbes 800/650,Sidi Brahim 800/650,Sidi Chaib 1100/650,Sidi Daho des Zairs 900/650,Sidi Hamadouche 800/650,Sidi Khaled 900/650,Sidi Lahcene 800/650,Sidi Yacoub 900/650,Tabia 900/650,Tafissour 1100/650,Taoudmout 1100/650,Teghalimet 1000/650,Telagh 1000/650,Tenira 1100/650,Tessala 900/650,Tilmouni 800/650,Zerouala 800/650,,,,,,,,,,,,,,,
23,Annaba,Annaba 800/650,Berrahal 900/650,El Hadjar 900/650,Eulma 900/650,El Bouni 800/650,Oued El Aneb 900/650,Cheurfa 800/650,Seraïdi 800/650,Aïn Berda 900/650,Chetaïbi 1000/650,Sidi Amar 800/650,Treat 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Guelma,Aïn Ben Beida 900/650,Aïn Larbi 800/650,Aïn Makhlouf 1000/650,Aïn Reggada 900/650,Aïn Sandel 900/650,Belkheir 800/650,Ben Djerrah 800/650,Beni Mezline 900/650,Bordj Sabath 1000/650,Bouhachana 900/650,Bouhamdane 900/650,Bouati Mahmoud 900/650,Bouchegouf 900/650,Boumahra Ahmed 800/650,Dahouara 1000/650,Djeballah Khemissi 800/650,El Fedjoudj 800/650,Guellat Bou Sbaa 800/650,Guelma 800/650,Hammam Debagh 900/650,Hammam N'Bail 900/650,Héliopolis 800/650,Houari Boumédiène 900/650,Khezarra 900/650,Medjez Amar 800/650,Medjez Sfa 1000/650,Nechmaya 900/650,Oued Cheham 1000/650,Oued Fragha 1000/650,Oued Zenati 900/650,Ras El Agba 900/650,Roknia 900/650,Sellaoua Announa 900/650,Tamlouka 1000/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Constantine,Aïn Abid 1000/650,Aïn Smara 900/650,Beni Hamiden 900/650,Constantine 800/650,Didouche Mourad 900/650,El Khroub 800/650,Hamma Bouziane 900/650,Ibn Badis 900/650,Ibn Ziad 900/650,Messaoud Boudjriou 900/650,Ouled Rahmoune 900/650,Zighoud Youcef 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Médéa,Aïn Boucif 1000/650,Aïn Ouksir 1100/650,Aissaouia 1000/650,Aziz 1100/650,Baata 1000/650,Benchicao 900/650,Beni Slimane 1000/650,Berrouaghia 900/650,Bir Ben Laabed 1000/650,Boghar 1000/650,Bou Aiche 1100/650,Bouaichoune 900/650,Bouchrahil 900/650,Boughezoul 1100/650,Bouskene 1000/650,Chahbounia 1100/650,Chellalet El Adhaoura 1100/650,Cheniguel 1100/650,Derrag 1100/650,Deux Bassins 1100/650,Djouab 1100/650,Draa Essamar 800/650,El Azizia 1100/650,El Guelb El Kebir 1000/650,El Hamdania 900/650,El Omaria 900/650,El Ouinet 1000/650,Hannacha 900/650,Kef Lakhdar 1100/650,Khams Djouamaa 1000/650,Ksar Boukhari 1000/650,Meghraoua 1100/650,Médéa 800/650,Moudjbar 1000/650,Meftaha 1000/650,Mezerana 1100/650,Mihoub 1100/650,Ouamri 900/650,Oued Harbil 900/650,Ouled Antar 1100/650,Ouled Bouachra 900/650,Ouled Brahim 1100/650,Ouled Deide 900/650,Ouled Hellal 1100/650,Ouled Maaref 1000/650,Oum El Djalil 1100/650,Ouzera 800/650,Rebaia 1000/650,Saneg 1100/650,Sedraia 1100/650,Seghouane 1000/650,Si Mahdjoub 900/650,Sidi Damed 1100/650,Sidi Errabia 1000/650,Sidi Naamanez 900/650,Sidi Zahar 1000/650,Sidi Ziane 1000/650,Souagui 1000/650,Tablat 1100/650,Tafraout 1100/650,Tamesguida 800/650,Tizi Mahdi 900/650,Tlatet Eddouar 900/650,Zoubiria 900/650,,,
27,Mostaganem,Abdelmalek Ramdane 900/650,Achaacha 1000/650,Aïn Boudinar 800/650,Aïn Nouissy 900/650,Aïn Sidi Cherif 900/650,Aïn Tedles 900/650,Blad Touahria 900/650,Bouguirat 900/650,El Hassaine 900/650,Fornaka 900/650,Hadjadj 900/650,Hassi Mameche 800/650,Khadra 1000/650,Kheireddine 800/650,Mansourah 800/650,Mesra 800/650,Mazagran 800/650,Mostaganem 800/650,Nekmaria 1000/650,Oued El Kheir 900/650,Ouled Boughalem 1100/650,Ouled Maallah 1000/650,Safsaf 900/650,Sayada 800/650,Sidi Ali 1000/650,Sidi Belattar 900/650,Sidi Lakhdar 1000/650,Sirat 900/650,Souaflia 900/650,Sour 900/650,Stidia 900/650,Tazgait 1000/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,M'Sila,Aïn El Hadjel 1000/650,Aïn El Melh 1100/650,Aïn Errich 1100/650,Aïn Fares 800/650,Aïn Khadra 1000/650,Belaiba 1000/650,Ben Srour 1100/650,Beni Ilmane 1000/650,Benzouh 1000/650,Berhoum 1000/650,Bir Foda 1100/650,Bou Saâda 1000/650,Bouti Sayah 1100/650,Chellal 900/650,Dehahna 1000/650,Djebel Messaad 1000/650,El Hamel 1100/650,El Houamed 1000/650,Hammam Dhalaa 900/650,Khettouti Sed El Djir 1000/650,Khoubana 1000/650,Maadid 900/650,Maarif 900/650,Magra 1000/650,M'Cif 1100/650,Medjedel 1100/650,Mohammed Boudiaf 1100/650,M'Sila 800/650,M'Tarfa 800/650,Ouanougha 1000/650,Ouled Addi Guebala 900/650,Ouled Atia 1100/650,Ouled Derradj 900/650,Ouled Madhi 900/650,Ouled Mansour 900/650,Ouled Sidi Brahim 1000/650,Ouled Slimane 1100/650,Oultem 1000/650,Sidi Aïssa 1100/650,Sidi Ameur 1000/650,Sidi Hadjeres 1000/650,Sidi M'Hamed 800/650,Slim 1100/650,Souamaa 900/650,Tamsa 1100/650,Tarmount 900/650,Zarzour 1100/650,,,,,,,,,,,,,,,,,,,,
29,Mascara,Aïn Fares 1000/650,Aïn Fekan 900/650,Aïn Ferah 1000/650,Aïn Fras 800/650,Alaïmia 1000/650,Aouf 900/650,Beniane 1000/650,Bou Hanifia 900/650,Bou Henni 1000/650,Chorfa 1000/650,El Bordj 900/650,El Gaada 1000/650,El Ghomri 1000/650,El Guettana 900/650,El Keurt 800/650,El Menaouer 900/650,Ferraguig 900/650,Froha 800/650,Gharrous 1000/650,Guerdjoum 900/650,Ghriss 900/650,Hachem 900/650,Hacine 900/650,Khalouia 900/650,Makdha 900/650,Mamounia 800/650,Maoussa 800/650,Mascara 800/650,Matemore 800/650,Mocta Douz 1000/650,Mohammadia 800/650,Nesmoth 900/650,Oggaz 900/650,Oued El Abtal 1000/650,Oued Taria 900/650,Ras El Aïn Amirouche 1000/650,Sedjerara 1000/650,Sehailia 900/650,Sidi Abdeldjebar 900/650,Sidi Abdelmoumen 1000/650,Sidi Kada 900/650,Sidi Boussaid 900/650,Sig 1000/650,Tighennif 900/650,Tizi 800/650,Zahana 1000/650,Zelmata 1000/650,,,,,,,,,,,,,,,,,,,,
30,Ouargla,Aïn Beida 1050/900,Benaceur 1050/900,Blidet Amor 1050/900,El Allia 1250/900,El Borma 1250/900,El Hadjira 1250/900,Hassi Ben Abdellah 1150/900,Hassi Messaoud 950/900,Megarine 950/900,M'Naguer 1050/900,Nezla 950/900,N'Goussa 1050/900,Ouargla 950/900,Rouissat 950/900,Sidi Khouiled 950/900,Sidi Slimane 1250/900,Taibet 1050/900,Tamacine 950/900,Tebesbest 950/900,Touggourt 950/900,Zaouia El Abidia 950/900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Oran,Oran 800/650,Gdyel 800/650,Bir El Djir 800/650,Hassi Bounif 800/650,Es Senia 800/650,Arzew 900/650,Bethioua 900/650,Marsat El Hadjadj 1000/650,Aïn El Turk 900/650,El Ançor 900/650,Oued Tlelat 900/650,Tafraoui 900/650,Sidi Chami 800/650,Boufatis 900/650,Mers El Kébir 900/650,Bou Sfer 900/650,El Kerma 800/650,El Braya 800/650,Hassi Ben Okba 800/650,Ben Freha 900/650,Hassi Mefsoukh 900/650,Sidi Benyebka 900/650,Misserghin 800/650,Boutlelis 900/650,Aïn El Kerma 900/650,Aïn El Bia 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,El Bayadh,El Bayadh 1400/1200,Rogassa 1600/1200,Stitten 1500/1200,Brezina 1700/1200,Ghassoul 1600/1200,Boualem 1600/1200,El Abiodh Sidi Cheikh 1700/1200,Aïn El Orak 1600/1200,Arbaouat 1700/1200,Bougtoub 1700/1200,El Kheiter 1700/1200,Kef El Ahmar 1600/1200,Boussemghoun 1700/1200,Chellala 1700/1200,Kraakda 1600/1200,El Bnoud 1700/1200,Cheguig 1600/1200,Sidi Ameur 1600/1200,El Mehara 1700/1200,Tousmouline 1700/1200,Sidi Slimane 1700/1200,Sidi Tifour 1600/1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Illizi,Illizi 1600/1300,Djanet 1900/1300,Debdeb 1900/1300,Bordj Omar Driss 1900/1300,Bordj El Haouas 1900/1300,In Amenas 1900/1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Bordj Bou Arreridj,Aïn Taghrout 900/650,Aïn Tesra 900/650,Belimour 900/650,Ben Daoud 1000/650,Bir Kasdali 900/650,Bordj Bou Arreridj 800/650,Bordj Ghédir 900/650,Bordj Zemoura 900/650,Colla 1000/650,Djaafra 1000/650,El Ach 900/650,El Achir 800/650,El Anseur 800/650,El Hamadia 800/650,El Main 1000/650,El M'hir 900/650,Ghilassa 900/650,Haraza 1000/650,Hasnaoua 800/650,Khelil 900/650,Ksour 900/650,Mansoura 1000/650,Medjana 800/650,Ouled Brahem 1000/650,Ouled Dahmane 900/650,Ouled Sidi Brahim 1000/650,Rabta 900/650,Ras El Oued 900/650,Sidi Embarek 800/650,Tefreg 900/650,Taglait 900/650,Teniet En Nasr 900/650,Tassameurt 900/650,Tixter 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Boumerdès,Boumerdes 600/500,Boudouaou 600/500,Afir 800/500,Bordj Menaiel 700/500,Baghlia 800/500,Sidi Daoud 800/500,Naciria 700/500,Djinet 700/500,Issers 700/500,Zemmouri 600/500,Si Mustapha 600/500,Tidjelabine 600/500,Chabet el Ameur 700/500,Thenia 600/500,Timezrit 700/500,Corso 600/500,Ouled Moussa 700/500,Larbatache 700/500,Bouzegza Keddara 700/500,Taourga 800/500,Ouled Aissa 800/500,Ben Choud 800/500,Dellys 800/500,Ammal 700/500,Beni Amrane 700/500,Souk El Had 600/500,Boudouaou El Bahri 600/500,Ouled Hedadj 700/500,Leghata 700/500,Hammedi 700/500,Khemis El Khechna 700/500,El Kharrouba 700/500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,El Tarf,Aïn El Assel 800/650,Aïn Kerma 900/650,Asfour 1000/650,Ben Mehidi 1000/650,Berrihane 900/650,Besbes 1000/650,Bougous 900/650,Bouhadjar 900/650,Bouteldja 800/650,Chebaita Mokhtar 1000/650,Chefia 900/650,Chihani 1000/650,Dréan 1000/650,Echatt 900/650,El Aioun 900/650,El Kala 900/650,El Tarf 800/650,Hammam Beni Salah 1000/650,Lac des Oiseaux 900/650,Oued Zitoun 900/650,Raml Souk 900/650,Souarekh 900/650,Zerizer 1000/650,Zitouna 800/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Tindouf,Oum el Assel 1900/1300,Tindouf 1600/1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Tissemsilt,Ammari 900/650,Beni Chaib 900/650,Beni Lahcene 900/650,Boucaid 1000/650,Bordj Bou Naama 1000/650,Bordj El Emir Abdelkader 1000/650,Khemisti 900/650,Larbaa 1000/650,Lardjem 900/650,Layoune 900/650,Lazharia 1000/650,Maacem 900/650,Melaab 1000/650,Ouled Bessem 800/650,Sidi Abed 900/650,Sidi Boutouchent 1000/650,Sidi Lantri 1000/650,Sidi Slimane 1100/650,Tamalaht 1000/650,Theniet El Had 1000/650,Tissemsilt 800/650,Youssoufia 1000/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,El Oued,El Oued 950/900,Robbah 950/900,Oued El Alenda 1050/900,Bayadha 950/900,Nakhla 1050/900,Guemar 1050/900,Kouinine 950/900,Reguiba 1050/900,Hamraia 1250/900,Taghzout 950/900,Debila 1050/900,Hassani Abdelkrim 950/900,Hassi Khalifa 1050/900,Taleb Larbi 1250/900,Douar El Ma 1250/900,Sidi Aoun 1050/900,Trifaoui 950/900,Magrane 1050/900,Beni Guecha 1250/900,Ourmas 950/900,Still 1150/900,M'Rara 1150/900,Sidi Khellil 950/900,Tendla 1250/900,El Ogla 1250/900,Mih Ouansa 1050/900,El M'Ghair 950/900,Djamaa 1150/900,Oum Touyour 1050/900,Sidi Amrane 1150/900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Khenchela,Aïn Touila 900/650,Babar 900/650,Baghai 800/650,Bouhmama 1000/650,Chechar 1000/650,Chelia 1000/650,Djellal 1100/650,El Hamma 800/650,El Mahmal 800/650,El Oueldja 1100/650,Ensigha 800/650,Kais 900/650,Khenchela 800/650,Khirane 1000/650,M'Sara 1000/650,M'Toussa 900/650,Ouled Rechache 900/650,Remila 900/650,Tamza 900/650,Taouzient 900/650,Yabous 1000/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Souk Ahras,Souk Ahras 800/650,Sedrata 900/650,Hanancha 900/650,Mechroha 900/650,Ouled Driss 900/650,Tiffech 900/650,Zaarouria 900/650,Taoura 900/650,Drea 1000/650,Heddada 1000/650,Khedara 1000/650,Merahna 900/650,Ouled Moumene 1000/650,Bir Bou Haouch 1000/650,M'daourouch 1000/650,Oum El Adhaim 1000/650,Aïn Zana 900/650,Aïn Soltane 1000/650,Ouillen 900/650,Sidi Fredj 900/650,Safel El Ouiden 1000/650,Ragouba 900/650,Khemissa 900/650,Oued Keberit 1000/650,Terraguelt 1000/650,Zouabi 1000/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Tipaza,Tipaza 600/500,Menaceur 700/500,Larhat 800/500,Douaouda 800/500,Bourkika 700/500,Khemisti 700/500,Aghbal 800/500,Hadjout 600/500,Sidi Amar 600/500,Gouraya 800/500,Nador 600/500,Chaiba 700/500,Aïn Tagourait 600/500,Cherchell 700/500,Damous 800/500,Merad 700/500,Fouka 700/500,Bou Ismaïl 700/500,Ahmar El Aïn 700/500,Bouharoun 700/500,Sidi Ghiles 700/500,Messelmoun 800/500,Sidi Rached 700/500,Koléa 700/500,Attatba 700/500,Sidi Semiane 800/500,Beni Milleuk 800/500,Hadjeret Ennous 800/500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Mila,Ahmed Rachedi 900/650,Aïn Beida Harriche 900/650,Aïn Mellouk 900/650,Aïn Tine 800/650,Amira Arrès 900/650,Benyahia Abderrahmane 900/650,Bouhatem 900/650,Chelghoum Laid 1000/650,Chigara 900/650,Derradji Bousselah 900/650,El Mechira 900/650,Elayadi Barbes 900/650,Ferdjioua 900/650,Grarem Gouga 800/650,Hamala 900/650,Mila 800/650,Minar Zarza 1000/650,Oued Athmania 900/650,Oued Endja 900/650,Oued Seguen 900/650,Ouled Khalouf 900/650,Rouached 900/650,Sidi Khelifa 900/650,Sidi Merouane 800/650,Tadjenanet 900/650,Tassadane Haddada 1000/650,Teleghma 900/650,Terrai Bainen 900/650,Tessala Lemtaï 900/650,Tiberguent 900/650,Yahia Beni Guecha 900/650,Zeghaia 800/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Aïn Defla,Aïn Defla 800/650,Aïn Bouyahia 900/650,Aïn Benian 1000/650,Aïn Lechiekh 1000/650,Aïn Soltane 1000/650,Aïn Torki 1000/650,Arib 900/650,Bathia 1000/650,Belaas 900/650,Ben Allal 1000/650,Birbouche 1000/650,Bir Ould Khelifa 900/650,Bordj Emir Khaled 900/650,Boumedfaa 1000/650,Bourached 800/650,Djelida 900/650,Djemaa Ouled Cheikh 900/650,Djendel 1000/650,El Abadia 900/650,El Amra 800/650,El Attaf 900/650,El Hassania 900/650,El Maine 900/650,Hammam Righa 1000/650,Hoceinia 1000/650,Khemis Miliana 900/650,Mekhatria 900/650,Miliana 900/650,Oued Chorfa 900/650,Oued Djemaa 1000/650,Rouina 800/650,Sidi Lakhdar 900/650,Tacheta Zougagha 900/650,Tarik Ibn Ziad 1000/650,Tiberkanine 900/650,Zeddine 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Naâma,Naâma 1400/1200,Mecheria 1500/1200,Aïn Sefra 1600/1200,Tiout 1700/1200,Sfissifa 1700/1200,Moghrar 1700/1200,Assela 1600/1200,Djeniene Bourezg 1700/1200,Aïn Ben Khelil 1600/1200,Makman Ben Amer 1600/1200,Kasdir 1700/1200,El Biod 1600/1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Aïn Témouchent,Aghlal 900/650,Aïn El Arbaa 900/650,Aïn Kihal 800/650,Aïn Témouchent 800/650,Aïn Tolba 900/650,Aoubellil 900/650,Beni Saf 900/650,Bouzedjar 900/650,Chaabat El Leham 800/650,Chentouf 800/650,El Amria 900/650,El Emir Abdelkader 900/650,El Malah 800/650,El Messaid 900/650,Hammam Bouhadjar 900/650,Hassasna 900/650,Hassi El Ghella 900/650,Oued Berkeche 900/650,Oued Sabah 900/650,Ouled Boudjemaa 900/650,Ouled Kihal 800/650,Oulhaça El Gheraba 1000/650,Sidi Ben Adda 800/650,Sidi Boumedienne 900/650,Sidi Ouriache 900/650,Sidi Safi 900/650,Tamzoura 1000/650,Terga 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Ghardaïa,Berriane 1150/900,Bounoura 950/900,Dhayet Bendhahoua 950/900,El Atteuf 950/900,El Guerrara 1250/900,El Menia 1250/900,Ghardaïa 950/900,Hassi Fehal 1250/900,Hassi Gara 950/900,Mansoura 1150/900,Metlili 1150/900,Sebseb 1150/900,Zelfana 1150/900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Relizane,Aïn Rahma 900/650,Aïn Tarek 1000/650,Ammi Moussa 1000/650,Belassel Bouzegza 800/650,Bendaoud 800/650,Beni Dergoun 900/650,Beni Zentis 1000/650,Dar Ben Abdellah 900/650,Djidioua 900/650,El Guettar 1000/650,El Hamadna 900/650,El Hassi 1000/650,El Matmar 800/650,El Ouldja 900/650,Had Echkalla 1000/650,Hamri 900/650,Kalaa 900/650,Lahlef 1000/650,Mazouna 1000/650,Mediouna 1000/650,Mendes 900/650,Merdja Sidi Abed 1000/650,Ouarizane 1000/650,Oued Essalem 1000/650,Oued Rhiou 1000/650,Ouled Aiche 1000/650,Oued El Djemaa 800/650,Ouled Sidi Mihoub 900/650,Ramka 1100/650,Relizane 800/650,Sidi Khettab 900/650,Sidi Lazreg 900/650,Sidi M'Hamed Ben Ali 1000/650,Sidi M'Hamed Benaouda 800/650,Sidi Saada 900/650,Souk El Had 1000/650,Yellel 900/650,Zemmora 900/650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,